"review_group","review_words","word_count","count_normalise","game"
"Positive reviews","part",61,0.00175514314487124,"Crusader Kings III: Royal Court"
"Positive reviews","reviews",61,0.00175514314487124,"Crusader Kings III: Royal Court"
"Positive reviews","actually",60,0.00172637030643073,"Crusader Kings III: Royal Court"
"Positive reviews","every",60,0.00172637030643073,"Crusader Kings III: Royal Court"
"Positive reviews","cultural",59,0.00169759746799022,"Crusader Kings III: Royal Court"
"Positive reviews","edition",59,0.00169759746799022,"Crusader Kings III: Royal Court"
"Positive reviews","give",59,0.00169759746799022,"Crusader Kings III: Royal Court"
"Positive reviews","overall",59,0.00169759746799022,"Crusader Kings III: Royal Court"
"Positive reviews","throne",59,0.00169759746799022,"Crusader Kings III: Royal Court"
"Positive reviews","changes",57,0.00164005179110919,"Crusader Kings III: Royal Court"
"Positive reviews","depth",57,0.00164005179110919,"Crusader Kings III: Royal Court"
"Positive reviews","future",57,0.00164005179110919,"Crusader Kings III: Royal Court"
